from_place,Destination,Travel_Mode,Accommodation_Type,Food_Preference,Activity,Purpose,Travel_Duration_Days,Season,Month,Group_Size,Distance_in_km,Specific_Interests,Discounts_Offers,Destination_Popularity,Cost_Transportation,Cost_Accommodation,Cost_Food,Cost_Activities,Age_Group,Income_Level,Budget
Bangalore,Bangalore,Train,Hostel,Budget Meals,Shopping,Pilgrimage,10,Autumn,August,2,986,Historical Sites,Travel Discounts,Medium,5825,19512,4484,1858,Youth,Middle,8010
Bangalore,Bangalore,Train,Hotel,Vegetarian,Relaxation,Work,9,Autumn,August,3,1763,Shopping,Travel Discounts,Low,6888,13590,3800,2143,Youth,High,15815
Delhi,Jaipur,Train,Hostel,Vegetarian,Sightseeing,Adventure,8,Monsoon,April,3,2352,Wildlife,Travel Discounts,High,5290,19948,1602,8718,Senior,High,37942
Kolkata,Kolkata,Flight,Resort,Vegetarian,Cultural Events,Pilgrimage,13,Autumn,April,3,1349,Adventure Sports,Travel Discounts,Low,11884,6019,3271,6121,Senior,Low,30866
Mumbai,Goa,Flight,Hostel,Local Cuisine,Relaxation,Leisure,13,Monsoon,July,6,1056,Wildlife,Airline Miles,Low,9951,8864,1199,3554,Adult,High,41161
Delhi,Rajasthan,Car,Resort,Non-Vegetarian,Shopping,Leisure,10,Summer,March,5,373,Shopping,None,High,4701,10322,856,3359,Youth,Middle,43203
Delhi,Delhi,Car,Hotel,Budget Meals,Shopping,Pilgrimage,10,Autumn,November,5,321,Historical Sites,Airline Miles,High,14656,6521,1462,5026,Senior,High,22151
Mumbai,Goa,Bus,Hotel,Vegetarian,Sightseeing,Work,15,Summer,February,3,2755,Religious Sites,Airline Miles,Medium,12643,14779,2867,5780,Adult,Low,47109
Delhi,Jaipur,Bus,Resort,Vegetarian,Shopping,Work,6,Autumn,May,4,232,Wildlife,None,High,4650,18110,1575,6658,Adult,Middle,31029
Bangalore,Kerala,Car,Resort,Vegetarian,Trekking,Adventure,9,Winter,July,6,2401,Religious Sites,Travel Discounts,Medium,13963,10713,4915,7450,Adult,High,31963
Kolkata,Varanasi,Car,Homestay,Budget Meals,Cultural Events,Adventure,10,Winter,January,4,1352,Wildlife,Travel Discounts,High,10272,8825,2785,8161,Adult,High,19020
Bangalore,Kerala,Train,Resort,Budget Meals,Relaxation,Adventure,8,Autumn,April,6,2280,Religious Sites,Travel Discounts,High,2092,9144,2284,549,Senior,Middle,34412
Delhi,Jaipur,Car,Hostel,Vegetarian,Trekking,Work,12,Monsoon,August,4,2583,Wildlife,Travel Discounts,Low,10537,3242,583,7339,Youth,Low,48027
Bangalore,Kerala,Bus,Homestay,Non-Vegetarian,Shopping,Pilgrimage,12,Autumn,May,4,62,Religious Sites,Airline Miles,Low,9657,11361,3589,4425,Adult,Low,10160
Kolkata,Kolkata,Bus,Hotel,Local Cuisine,Sightseeing,Adventure,5,Autumn,August,2,1139,Beaches,Airline Miles,High,7097,14046,3972,7853,Youth,Low,46362
Bangalore,Bangalore,Flight,Resort,Vegetarian,Cultural Events,Leisure,3,Summer,December,1,2001,Beaches,Travel Discounts,Medium,1572,7252,3059,6804,Youth,High,22548
Bangalore,Kerala,Car,Hostel,Local Cuisine,Sightseeing,Adventure,14,Monsoon,July,3,1541,Historical Sites,Hotel Membership,High,7799,10885,1213,6217,Senior,Middle,21827
Kolkata,Kolkata,Train,Hotel,Non-Vegetarian,Cultural Events,Work,6,Monsoon,September,4,1413,Religious Sites,Airline Miles,Low,1023,3107,1217,7270,Adult,Low,38589
Kolkata,Kolkata,Bus,Resort,Vegetarian,Cultural Events,Adventure,12,Autumn,August,5,2610,Adventure Sports,Hotel Membership,Low,8097,10001,1031,5683,Youth,Middle,32984
Mumbai,Goa,Flight,Homestay,Non-Vegetarian,Shopping,Leisure,11,Autumn,April,5,678,Adventure Sports,None,High,5902,4398,1916,7533,Adult,Low,23172
Delhi,Jaipur,Bus,Resort,Vegetarian,Relaxation,Leisure,12,Winter,June,1,2530,Beaches,Travel Discounts,Medium,10544,8209,1598,9550,Adult,Middle,15369
Kolkata,Varanasi,Flight,Hotel,Non-Vegetarian,Shopping,Leisure,5,Summer,January,1,1801,Wildlife,Hotel Membership,High,7790,17183,1231,8586,Adult,Middle,38479
Bangalore,Kerala,Car,Hotel,Budget Meals,Relaxation,Leisure,4,Summer,April,2,2930,Beaches,None,High,6770,15148,1872,9403,Adult,High,35955
Delhi,Rajasthan,Bus,Homestay,Vegetarian,Shopping,Leisure,12,Monsoon,August,6,2083,Wildlife,Hotel Membership,Medium,9968,6277,1292,7056,Youth,Middle,21625
Delhi,Rajasthan,Car,Hotel,Non-Vegetarian,Relaxation,Adventure,13,Autumn,April,2,2985,Beaches,Airline Miles,Low,12879,8039,3717,8895,Senior,Low,23667
Delhi,Rajasthan,Bus,Homestay,Vegetarian,Shopping,Pilgrimage,5,Monsoon,August,3,2552,Adventure Sports,Travel Discounts,Medium,4519,9948,2702,1777,Youth,Middle,39175
Kolkata,Varanasi,Bus,Hotel,Budget Meals,Shopping,Work,15,Summer,October,2,2638,Adventure Sports,None,Low,7046,11461,542,9513,Senior,High,27924
Bangalore,Bangalore,Car,Resort,Local Cuisine,Shopping,Adventure,5,Monsoon,November,4,163,Beaches,Airline Miles,High,5927,7395,4174,7767,Youth,Middle,40634
Bangalore,Bangalore,Bus,Resort,Non-Vegetarian,Shopping,Pilgrimage,12,Winter,June,2,2175,Adventure Sports,None,High,1349,16529,4614,570,Senior,High,13474
Delhi,Jaipur,Train,Hostel,Vegetarian,Relaxation,Work,8,Winter,January,6,2931,Beaches,Travel Discounts,High,4466,2626,1784,8526,Senior,Low,16595
Bangalore,Bangalore,Flight,Hostel,Local Cuisine,Sightseeing,Leisure,3,Summer,August,5,2349,Religious Sites,Airline Miles,Medium,13941,2112,2400,3419,Youth,Middle,49077
Mumbai,Goa,Flight,Resort,Budget Meals,Sightseeing,Leisure,6,Winter,August,1,1471,Wildlife,None,Low,10208,13097,1824,1318,Senior,Middle,36533
Bangalore,Kerala,Bus,Hotel,Non-Vegetarian,Trekking,Adventure,9,Autumn,December,3,2416,Historical Sites,Airline Miles,Medium,14644,17410,4500,4564,Adult,Low,7977
Delhi,Shimla,Flight,Hotel,Non-Vegetarian,Shopping,Adventure,11,Summer,May,2,2911,Wildlife,None,Medium,11766,7033,3283,5808,Adult,Low,23303
Bangalore,Bangalore,Bus,Resort,Budget Meals,Sightseeing,Leisure,10,Winter,December,6,2936,Adventure Sports,Hotel Membership,High,2874,16407,1970,3809,Adult,Low,10786
Delhi,Shimla,Flight,Homestay,Local Cuisine,Relaxation,Adventure,9,Monsoon,November,2,2269,Religious Sites,Airline Miles,High,14829,18102,4597,6037,Senior,Middle,21226
Bangalore,Bangalore,Flight,Hostel,Budget Meals,Shopping,Pilgrimage,4,Summer,July,6,1647,Wildlife,Airline Miles,Medium,1380,1020,1260,9786,Senior,Low,36186
Bangalore,Kerala,Flight,Hotel,Budget Meals,Trekking,Work,5,Summer,March,4,1472,Historical Sites,Hotel Membership,High,8374,4695,3337,5169,Youth,Middle,22937
Bangalore,Bangalore,Flight,Hostel,Local Cuisine,Shopping,Pilgrimage,11,Winter,May,5,1167,Wildlife,Hotel Membership,Low,9862,4060,4889,4038,Youth,Low,43959
Bangalore,Kerala,Car,Resort,Non-Vegetarian,Cultural Events,Adventure,7,Summer,December,1,1880,Adventure Sports,Hotel Membership,Low,2889,2972,3576,7830,Youth,Low,6127
Bangalore,Bangalore,Flight,Resort,Budget Meals,Shopping,Leisure,3,Summer,January,5,1616,Shopping,Hotel Membership,Medium,12678,18464,2103,3583,Youth,High,26367
Delhi,Shimla,Car,Resort,Local Cuisine,Shopping,Work,7,Winter,March,4,2168,Religious Sites,Airline Miles,High,10801,16215,826,4070,Youth,Middle,35292
Delhi,Jaipur,Flight,Resort,Budget Meals,Trekking,Work,14,Monsoon,September,5,516,Beaches,None,High,9937,1965,4185,8738,Adult,Middle,16324
Delhi,Rajasthan,Bus,Resort,Budget Meals,Cultural Events,Leisure,3,Summer,June,5,1867,Religious Sites,Hotel Membership,Low,5936,15432,3390,1937,Senior,Middle,21643
Bangalore,Kerala,Bus,Hotel,Vegetarian,Shopping,Leisure,14,Monsoon,May,6,1281,Beaches,Travel Discounts,High,10038,15966,2278,1288,Adult,Middle,43500
Kolkata,Kolkata,Car,Resort,Local Cuisine,Trekking,Pilgrimage,13,Winter,April,1,1363,Historical Sites,None,Medium,7041,2913,4373,7670,Senior,Low,24497
Kolkata,Kolkata,Train,Homestay,Vegetarian,Relaxation,Adventure,14,Winter,October,2,649,Religious Sites,Hotel Membership,Medium,1020,3780,4277,7830,Youth,Middle,38526
Delhi,Shimla,Bus,Hotel,Non-Vegetarian,Trekking,Adventure,4,Monsoon,March,4,72,Beaches,None,Medium,12207,8299,852,5012,Senior,Middle,17446
Kolkata,Varanasi,Bus,Hotel,Budget Meals,Sightseeing,Pilgrimage,6,Winter,June,4,1258,Religious Sites,None,Medium,9895,8759,2447,6704,Adult,High,20233
Delhi,Rajasthan,Flight,Homestay,Non-Vegetarian,Relaxation,Adventure,7,Autumn,February,4,1622,Shopping,None,Low,12680,17826,879,8140,Youth,Low,28844
Delhi,Jaipur,Train,Hotel,Local Cuisine,Shopping,Adventure,7,Summer,June,1,780,Shopping,Travel Discounts,Low,2185,10965,2680,6101,Senior,Middle,49118
Kolkata,Varanasi,Car,Resort,Budget Meals,Trekking,Pilgrimage,6,Winter,February,4,553,Beaches,Hotel Membership,Low,8280,12166,3618,6144,Senior,High,31933
Delhi,Rajasthan,Train,Hotel,Vegetarian,Trekking,Work,7,Summer,August,1,1698,Beaches,None,Low,11161,15799,1809,1572,Youth,Low,16682
Delhi,Shimla,Train,Hostel,Budget Meals,Sightseeing,Work,14,Autumn,July,6,1101,Shopping,Travel Discounts,High,2231,2314,1137,1157,Senior,Low,8640
Mumbai,Goa,Bus,Resort,Vegetarian,Sightseeing,Pilgrimage,5,Monsoon,October,3,1635,Shopping,Hotel Membership,Medium,12233,6950,1609,8026,Senior,High,47486
Delhi,Delhi,Train,Hotel,Non-Vegetarian,Shopping,Work,5,Winter,August,4,2501,Religious Sites,Airline Miles,Medium,10766,6380,1319,4699,Adult,Low,25152
Bangalore,Kerala,Train,Homestay,Local Cuisine,Trekking,Pilgrimage,10,Winter,February,4,189,Wildlife,Airline Miles,High,11533,9734,2720,9887,Adult,Middle,22146
Kolkata,Varanasi,Bus,Homestay,Local Cuisine,Cultural Events,Pilgrimage,7,Monsoon,March,1,2627,Beaches,Travel Discounts,High,8858,3104,2297,3825,Senior,Low,26533
Mumbai,Mumbai,Train,Hostel,Budget Meals,Cultural Events,Pilgrimage,13,Summer,April,6,2512,Adventure Sports,Airline Miles,High,14743,1343,3885,8177,Adult,High,30988
Delhi,Delhi,Flight,Resort,Vegetarian,Trekking,Work,7,Autumn,March,1,2976,Beaches,Airline Miles,High,9470,19495,1186,8857,Senior,Low,31236
Delhi,Shimla,Flight,Resort,Non-Vegetarian,Relaxation,Pilgrimage,11,Monsoon,January,3,200,Adventure Sports,Airline Miles,Low,6466,13952,3833,3138,Youth,Middle,46848
Kolkata,Kolkata,Train,Resort,Non-Vegetarian,Shopping,Work,11,Monsoon,June,4,1487,Wildlife,None,Medium,5253,13613,2240,4499,Senior,Middle,13069
Delhi,Shimla,Bus,Homestay,Local Cuisine,Sightseeing,Leisure,5,Summer,February,5,2862,Beaches,Airline Miles,Low,10403,18052,2418,889,Senior,High,47954
Delhi,Rajasthan,Train,Hostel,Vegetarian,Trekking,Pilgrimage,4,Autumn,October,4,236,Shopping,Travel Discounts,Medium,8346,10487,994,801,Senior,Low,37755
Bangalore,Bangalore,Car,Resort,Non-Vegetarian,Shopping,Pilgrimage,12,Summer,June,6,2498,Shopping,Hotel Membership,High,1848,4872,1825,6039,Youth,Middle,48162
Delhi,Delhi,Car,Homestay,Budget Meals,Cultural Events,Work,10,Autumn,November,3,1830,Historical Sites,Airline Miles,High,11150,9531,3207,8590,Youth,Low,9032
Delhi,Shimla,Bus,Homestay,Non-Vegetarian,Trekking,Leisure,9,Monsoon,June,3,53,Wildlife,Airline Miles,Medium,1881,16157,1802,2937,Senior,High,47522
Mumbai,Mumbai,Train,Hostel,Budget Meals,Cultural Events,Leisure,4,Monsoon,December,2,2221,Adventure Sports,Airline Miles,High,13235,14934,1345,4671,Youth,Middle,7040
Delhi,Delhi,Car,Hotel,Budget Meals,Trekking,Adventure,7,Winter,November,6,1481,Shopping,Airline Miles,Medium,8760,19381,4699,1865,Youth,Middle,14129
Delhi,Jaipur,Bus,Hotel,Local Cuisine,Relaxation,Leisure,14,Summer,May,5,1881,Adventure Sports,Hotel Membership,Low,9392,17980,4292,8494,Senior,Middle,28513
Bangalore,Kerala,Bus,Resort,Non-Vegetarian,Trekking,Leisure,13,Winter,November,1,1680,Adventure Sports,Airline Miles,Low,12330,11153,4357,2139,Adult,Low,18076
Delhi,Shimla,Train,Homestay,Non-Vegetarian,Cultural Events,Adventure,10,Winter,July,3,1041,Religious Sites,Travel Discounts,Low,8262,4320,3595,5358,Youth,Middle,34931
Bangalore,Kerala,Flight,Hotel,Budget Meals,Relaxation,Pilgrimage,12,Monsoon,February,4,531,Adventure Sports,Airline Miles,Low,13117,7685,1919,5819,Youth,Low,29348
Bangalore,Kerala,Flight,Hotel,Non-Vegetarian,Relaxation,Work,14,Winter,May,1,268,Shopping,Hotel Membership,Medium,12473,19353,1263,5633,Senior,Middle,12682
Bangalore,Bangalore,Car,Hotel,Local Cuisine,Trekking,Work,15,Summer,December,1,757,Shopping,None,High,13278,17320,853,3456,Adult,High,37810
Delhi,Shimla,Car,Homestay,Non-Vegetarian,Cultural Events,Pilgrimage,5,Summer,November,3,2830,Beaches,Hotel Membership,Medium,8149,5312,512,8426,Senior,Low,26631
Bangalore,Bangalore,Car,Hostel,Non-Vegetarian,Trekking,Leisure,14,Autumn,January,5,1730,Adventure Sports,Travel Discounts,High,9993,6648,666,3795,Senior,High,39290
Delhi,Shimla,Car,Hotel,Non-Vegetarian,Relaxation,Pilgrimage,7,Autumn,September,2,1769,Wildlife,None,Low,5805,16001,952,4824,Adult,Middle,5126
Delhi,Shimla,Flight,Homestay,Non-Vegetarian,Cultural Events,Work,9,Autumn,January,5,579,Historical Sites,Travel Discounts,High,7901,16785,1638,4892,Adult,Middle,46812
Delhi,Shimla,Train,Hotel,Non-Vegetarian,Trekking,Work,5,Winter,July,5,135,Wildlife,Airline Miles,Medium,3353,8389,2998,4744,Youth,Middle,12926
Bangalore,Kerala,Car,Hotel,Non-Vegetarian,Relaxation,Leisure,7,Monsoon,September,6,733,Shopping,Travel Discounts,High,10858,19581,4143,1828,Youth,High,40604
Bangalore,Kerala,Car,Hostel,Non-Vegetarian,Sightseeing,Work,13,Monsoon,December,6,781,Adventure Sports,Travel Discounts,High,8832,1913,920,4827,Senior,High,19862
Bangalore,Bangalore,Car,Homestay,Local Cuisine,Trekking,Work,13,Autumn,April,1,944,Wildlife,Travel Discounts,High,3376,2651,927,7056,Senior,Low,27494
Delhi,Jaipur,Train,Hotel,Budget Meals,Cultural Events,Work,9,Autumn,June,5,1507,Historical Sites,Airline Miles,Medium,4643,17434,2235,8672,Senior,Low,48528
Delhi,Rajasthan,Train,Homestay,Vegetarian,Shopping,Adventure,12,Autumn,July,1,2556,Shopping,Travel Discounts,Low,7566,6070,2792,9363,Youth,High,23969
Bangalore,Bangalore,Bus,Hostel,Non-Vegetarian,Shopping,Work,15,Autumn,February,4,2985,Beaches,None,Medium,6262,11817,3227,6913,Adult,Middle,34789
Mumbai,Mumbai,Car,Hostel,Local Cuisine,Sightseeing,Leisure,9,Monsoon,May,3,2883,Historical Sites,None,High,14272,6429,2845,9930,Youth,Low,34707
Mumbai,Goa,Flight,Hostel,Non-Vegetarian,Shopping,Leisure,11,Monsoon,December,3,2854,Wildlife,None,Medium,5415,7743,1363,4584,Adult,High,36445
Delhi,Delhi,Flight,Hostel,Local Cuisine,Sightseeing,Pilgrimage,11,Winter,October,5,2092,Beaches,Travel Discounts,High,11189,5694,4775,4354,Senior,High,38741
Bangalore,Bangalore,Car,Hostel,Vegetarian,Sightseeing,Adventure,5,Autumn,August,5,1748,Beaches,Hotel Membership,Medium,8859,2280,4331,6723,Senior,High,7046
Delhi,Jaipur,Car,Homestay,Local Cuisine,Shopping,Leisure,4,Winter,January,1,1455,Religious Sites,Airline Miles,Low,2678,17518,880,9108,Adult,Low,40763
Delhi,Shimla,Bus,Hostel,Non-Vegetarian,Sightseeing,Work,5,Autumn,March,4,2881,Historical Sites,Airline Miles,High,2975,9729,2315,5205,Youth,High,46985
Kolkata,Kolkata,Car,Hostel,Non-Vegetarian,Cultural Events,Adventure,10,Autumn,March,4,1855,Shopping,Hotel Membership,Low,5934,13912,3214,7714,Adult,Low,28946
Bangalore,Bangalore,Car,Hostel,Local Cuisine,Relaxation,Adventure,15,Autumn,February,4,2896,Beaches,Travel Discounts,High,7383,1637,3167,4455,Senior,Low,46006
Delhi,Jaipur,Flight,Hotel,Vegetarian,Sightseeing,Leisure,10,Summer,February,5,690,Religious Sites,None,High,4046,11410,963,8941,Youth,High,35860
Delhi,Delhi,Train,Hostel,Non-Vegetarian,Cultural Events,Pilgrimage,13,Monsoon,November,6,1483,Religious Sites,Airline Miles,Medium,14059,15351,4265,1742,Adult,Middle,24077
Mumbai,Goa,Car,Resort,Budget Meals,Cultural Events,Pilgrimage,5,Autumn,February,2,1984,Beaches,Hotel Membership,Low,14756,7694,743,9422,Adult,High,5376
Kolkata,Varanasi,Flight,Hotel,Non-Vegetarian,Relaxation,Leisure,5,Autumn,April,3,2977,Religious Sites,Travel Discounts,High,12622,11637,1336,3773,Youth,Middle,10403
Kolkata,Kolkata,Train,Homestay,Local Cuisine,Trekking,Adventure,13,Summer,September,3,164,Adventure Sports,Hotel Membership,High,1762,19432,1069,9361,Youth,High,17011
Bangalore,Kerala,Train,Homestay,Budget Meals,Relaxation,Adventure,13,Autumn,September,2,156,Religious Sites,Travel Discounts,High,4491,16953,3906,9266,Adult,High,32453
Bangalore,Kerala,Bus,Hotel,Budget Meals,Cultural Events,Leisure,11,Winter,October,2,61,Adventure Sports,None,Medium,9840,10503,3342,4007,Senior,Middle,24042
Mumbai,Goa,Flight,Hotel,Budget Meals,Shopping,Work,11,Autumn,March,2,1441,Historical Sites,None,High,13538,7050,4390,3264,Adult,Middle,34674
Mumbai,Mumbai,Bus,Homestay,Vegetarian,Trekking,Leisure,10,Summer,June,3,1802,Beaches,Airline Miles,High,8271,11464,1159,7170,Youth,High,42786
Mumbai,Goa,Car,Resort,Non-Vegetarian,Cultural Events,Adventure,12,Winter,August,2,1961,Wildlife,Hotel Membership,High,4563,14106,1064,5181,Senior,High,24590
Delhi,Shimla,Bus,Homestay,Vegetarian,Trekking,Leisure,12,Monsoon,January,6,1380,Historical Sites,Airline Miles,High,14714,11748,3789,1056,Senior,Low,28728
Delhi,Rajasthan,Train,Homestay,Vegetarian,Sightseeing,Adventure,15,Autumn,April,4,2596,Adventure Sports,Travel Discounts,Low,14008,9613,2374,6026,Senior,High,24664
Bangalore,Kerala,Car,Homestay,Non-Vegetarian,Sightseeing,Adventure,5,Winter,September,6,1126,Beaches,Travel Discounts,High,7911,12001,910,9143,Senior,High,32662
Bangalore,Bangalore,Car,Homestay,Local Cuisine,Relaxation,Pilgrimage,6,Autumn,September,5,383,Wildlife,Hotel Membership,High,10410,18995,4656,9571,Adult,Middle,35981
Mumbai,Mumbai,Car,Hostel,Non-Vegetarian,Sightseeing,Adventure,13,Monsoon,May,3,1939,Shopping,Hotel Membership,Medium,10045,17630,2063,5612,Senior,Middle,34660
Kolkata,Kolkata,Bus,Hostel,Non-Vegetarian,Cultural Events,Pilgrimage,7,Monsoon,July,3,665,Historical Sites,Travel Discounts,Low,10248,18621,1165,9344,Youth,Middle,10393
Delhi,Rajasthan,Car,Hostel,Vegetarian,Sightseeing,Pilgrimage,7,Winter,July,6,1186,Religious Sites,Airline Miles,High,8943,11968,3194,9326,Youth,High,31086
Delhi,Jaipur,Train,Hostel,Non-Vegetarian,Sightseeing,Pilgrimage,12,Summer,June,3,2143,Wildlife,Travel Discounts,Medium,6273,7803,2619,8691,Senior,Middle,21318
Bangalore,Kerala,Flight,Hotel,Vegetarian,Trekking,Leisure,3,Summer,March,6,1762,Historical Sites,Hotel Membership,Low,11239,3277,3707,2853,Adult,High,7572
Kolkata,Varanasi,Car,Homestay,Vegetarian,Trekking,Pilgrimage,15,Winter,February,2,595,Beaches,Airline Miles,High,10704,16204,3736,6961,Youth,Middle,15604
Delhi,Rajasthan,Bus,Hostel,Non-Vegetarian,Trekking,Leisure,4,Autumn,November,1,523,Adventure Sports,Hotel Membership,Medium,5347,19825,1459,8485,Senior,Middle,48844
Mumbai,Goa,Car,Hostel,Vegetarian,Trekking,Work,6,Summer,May,5,2092,Historical Sites,Airline Miles,Medium,2713,10770,1372,6722,Adult,High,12555
Kolkata,Kolkata,Car,Hostel,Non-Vegetarian,Relaxation,Adventure,13,Summer,August,5,1660,Wildlife,Hotel Membership,Low,11918,1550,1057,2812,Youth,High,17627
Bangalore,Bangalore,Flight,Homestay,Local Cuisine,Trekking,Pilgrimage,6,Monsoon,April,1,393,Adventure Sports,Hotel Membership,Medium,12107,19599,1321,4756,Adult,Low,27077
Bangalore,Kerala,Flight,Hostel,Vegetarian,Trekking,Adventure,3,Winter,April,6,2651,Adventure Sports,None,Medium,7672,18738,4474,8225,Adult,Low,46391
Bangalore,Kerala,Flight,Hotel,Local Cuisine,Relaxation,Adventure,8,Monsoon,November,3,2948,Beaches,Hotel Membership,Medium,14212,4100,4268,1950,Youth,Middle,24633
Kolkata,Kolkata,Car,Hostel,Non-Vegetarian,Relaxation,Work,14,Winter,August,1,1606,Beaches,Hotel Membership,Medium,6969,5546,945,5483,Adult,Middle,47246
Mumbai,Goa,Flight,Homestay,Non-Vegetarian,Sightseeing,Adventure,9,Summer,March,3,1454,Religious Sites,Airline Miles,Medium,13494,6285,1544,6026,Youth,Middle,13503
Delhi,Delhi,Bus,Hostel,Budget Meals,Trekking,Work,6,Monsoon,July,3,1786,Historical Sites,Hotel Membership,Low,6166,6421,1005,3974,Senior,Middle,5186
Bangalore,Kerala,Flight,Hotel,Vegetarian,Shopping,Pilgrimage,6,Monsoon,January,5,2259,Adventure Sports,None,Low,8876,14244,4627,5279,Senior,High,19274
Kolkata,Kolkata,Bus,Homestay,Local Cuisine,Trekking,Work,8,Autumn,July,5,1490,Adventure Sports,Airline Miles,High,9097,17177,3295,877,Youth,High,17128
Delhi,Delhi,Train,Homestay,Non-Vegetarian,Cultural Events,Adventure,7,Summer,March,2,419,Historical Sites,None,Low,9970,15748,1120,5214,Youth,High,44962
Mumbai,Goa,Train,Homestay,Budget Meals,Cultural Events,Adventure,12,Summer,May,1,1237,Shopping,None,Medium,11474,12508,2171,4073,Senior,Middle,19444
Delhi,Delhi,Bus,Resort,Budget Meals,Cultural Events,Work,3,Monsoon,September,2,1909,Adventure Sports,Hotel Membership,Low,10080,19677,4508,4089,Senior,Low,33470
Delhi,Delhi,Car,Homestay,Vegetarian,Shopping,Pilgrimage,13,Summer,July,5,1964,Wildlife,Hotel Membership,High,2624,12375,3392,6460,Youth,Low,13315
Kolkata,Varanasi,Bus,Hotel,Budget Meals,Relaxation,Adventure,4,Winter,February,4,344,Wildlife,Travel Discounts,High,11514,4829,3417,7151,Youth,High,10661
Mumbai,Mumbai,Train,Hotel,Budget Meals,Sightseeing,Pilgrimage,13,Autumn,October,4,1759,Adventure Sports,Airline Miles,High,10906,10744,4165,1869,Senior,High,9532
Mumbai,Goa,Train,Hostel,Non-Vegetarian,Cultural Events,Leisure,3,Summer,June,4,1546,Beaches,None,Medium,12678,9233,2174,1837,Adult,Low,36053
Bangalore,Kerala,Flight,Homestay,Budget Meals,Trekking,Leisure,15,Autumn,December,4,116,Wildlife,Hotel Membership,Medium,11148,7211,1394,9465,Youth,Low,9662
Bangalore,Kerala,Train,Homestay,Local Cuisine,Cultural Events,Leisure,12,Summer,May,1,1016,Adventure Sports,Hotel Membership,High,11645,19237,3650,2628,Senior,High,43022
Mumbai,Mumbai,Train,Resort,Vegetarian,Trekking,Leisure,7,Monsoon,September,6,84,Historical Sites,Hotel Membership,Low,5936,2775,1948,2665,Youth,Middle,26826
Kolkata,Varanasi,Car,Hotel,Non-Vegetarian,Sightseeing,Leisure,9,Summer,June,2,1887,Adventure Sports,Travel Discounts,Medium,5868,5710,1035,627,Senior,Low,33428
Mumbai,Goa,Car,Hostel,Local Cuisine,Shopping,Work,14,Winter,November,6,2175,Adventure Sports,Airline Miles,High,6531,7905,2614,9765,Adult,Low,37109
Mumbai,Mumbai,Car,Hostel,Non-Vegetarian,Trekking,Pilgrimage,15,Winter,March,2,1882,Shopping,Hotel Membership,High,4599,16624,577,6062,Senior,Middle,19493
Kolkata,Varanasi,Bus,Hostel,Non-Vegetarian,Trekking,Leisure,13,Summer,December,1,187,Shopping,Airline Miles,High,4704,18858,4420,3953,Senior,Middle,46064
Delhi,Shimla,Train,Homestay,Vegetarian,Sightseeing,Work,4,Autumn,April,5,862,Religious Sites,Travel Discounts,Low,7148,10967,1080,9953,Adult,High,25569
Delhi,Shimla,Flight,Hostel,Local Cuisine,Shopping,Pilgrimage,14,Summer,October,4,2089,Religious Sites,None,Low,9906,18214,3726,2282,Adult,Middle,26020
Kolkata,Kolkata,Train,Hostel,Local Cuisine,Trekking,Leisure,12,Monsoon,May,6,510,Adventure Sports,Hotel Membership,Medium,11925,19804,1432,1657,Senior,High,10355
Mumbai,Mumbai,Flight,Resort,Local Cuisine,Shopping,Adventure,9,Summer,July,4,2852,Religious Sites,Airline Miles,High,5271,12983,3885,3191,Senior,Low,28158
Delhi,Delhi,Bus,Homestay,Budget Meals,Shopping,Leisure,8,Summer,December,2,265,Religious Sites,Travel Discounts,Low,14419,12928,4045,1872,Youth,Middle,39858
Bangalore,Bangalore,Train,Hostel,Local Cuisine,Shopping,Leisure,7,Autumn,October,6,888,Shopping,Travel Discounts,Medium,11472,6228,890,9007,Youth,Low,30027
Bangalore,Kerala,Car,Resort,Budget Meals,Shopping,Pilgrimage,15,Autumn,September,4,866,Religious Sites,Hotel Membership,High,11865,18975,1672,6953,Senior,Middle,34361
Bangalore,Kerala,Car,Hotel,Vegetarian,Shopping,Work,14,Autumn,May,1,1486,Wildlife,None,Medium,5729,6527,3698,1809,Adult,Low,42453
Delhi,Rajasthan,Car,Homestay,Vegetarian,Shopping,Pilgrimage,4,Monsoon,September,5,2685,Historical Sites,Hotel Membership,Low,5523,8332,1215,9618,Senior,Low,15998
Mumbai,Goa,Flight,Homestay,Non-Vegetarian,Shopping,Adventure,3,Monsoon,May,6,2731,Religious Sites,None,High,1129,19140,4062,7667,Adult,Low,12898
Mumbai,Mumbai,Train,Homestay,Budget Meals,Relaxation,Leisure,6,Winter,July,3,663,Adventure Sports,Travel Discounts,Low,2289,18620,3929,5129,Senior,High,26115
Mumbai,Mumbai,Flight,Hostel,Vegetarian,Trekking,Work,7,Winter,June,5,2684,Historical Sites,Airline Miles,Medium,3281,13823,2714,3936,Adult,Low,42321
Bangalore,Kerala,Train,Resort,Vegetarian,Shopping,Adventure,4,Monsoon,August,6,1580,Historical Sites,Hotel Membership,High,5373,13299,2790,8928,Youth,High,33341
Delhi,Shimla,Car,Hotel,Vegetarian,Cultural Events,Adventure,11,Autumn,August,4,2207,Shopping,Hotel Membership,Low,4427,2350,2359,6901,Youth,High,27188
Bangalore,Bangalore,Train,Hostel,Budget Meals,Sightseeing,Work,15,Autumn,February,6,1570,Beaches,Travel Discounts,Low,1140,8162,4203,1803,Adult,Low,40504
